evaluation_index,plan,operator_id,operator_type,operator_location,input_rows,output_rows,bytes_received,bytes_sent,requests,execution_ms
231,AggregateAll,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000042
231,AggregateAll,join,HashJoin,coordinator,24050,12000,0,0,0,0.000041
232,LiveFirst,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.001958
232,LiveFirst,metadata,MetadataScan,metadata-source,100,50,3600,0,1,0.000042
232,LiveFirst,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000000
232,LiveFirst,join,HashJoin,coordinator,24050,12000,0,0,0,0.000000
233,MetadataFirst,live,LiveWindow,live-source,24000,12000,960000,0,50,0.001959
233,MetadataFirst,metadata,MetadataScan,metadata-source,100,50,3600,0,1,0.000000
233,MetadataFirst,history,HistoricalAVG,historical-source,500000,50,2400,0,50,0.000042
233,MetadataFirst,join,BindJoin,coordinator,12050,12000,0,0,0,0.000000
234,LiveMetadataSemiJoin,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.001917
234,LiveMetadataSemiJoin,metadata,MetadataScan,metadata-source,100,50,3600,6000,1,0.000000
234,LiveMetadataSemiJoin,keys,SemiJoin,coordinator,100,50,6000,6000,1,0.000000
234,LiveMetadataSemiJoin,history,HistoricalAVG,historical-source,500000,50,2400,0,50,0.000042
234,LiveMetadataSemiJoin,join,SemiJoin,coordinator,150,50,0,0,0,0.000041
235,CentralFetchAll,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.002666
235,CentralFetchAll,metadata,MetadataScan,metadata-source,100,75,5400,0,1,0.000000
235,CentralFetchAll,history,HistoricalScan,historical-source,1000000,1000000,80000000,0,100,0.000000
235,CentralFetchAll,join,HashJoin,coordinator,24075,18000,0,0,0,0.000000
236,AggregateAll,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.002583
236,AggregateAll,metadata,MetadataScan,metadata-source,100,75,5400,0,1,0.000000
236,AggregateAll,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000000
236,AggregateAll,join,HashJoin,coordinator,24075,18000,0,0,0,0.000000
237,LiveFirst,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.002500
237,LiveFirst,metadata,MetadataScan,metadata-source,100,75,5400,0,1,0.000000
237,LiveFirst,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000042
237,LiveFirst,join,HashJoin,coordinator,24075,18000,0,0,0,0.000041
238,MetadataFirst,live,LiveWindow,live-source,24000,18000,1440000,0,75,0.002292
238,MetadataFirst,metadata,MetadataScan,metadata-source,100,75,5400,0,1,0.000042
238,MetadataFirst,history,HistoricalAVG,historical-source,750000,75,3600,0,75,0.000000
238,MetadataFirst,join,BindJoin,coordinator,18075,18000,0,0,0,0.000000
239,LiveMetadataSemiJoin,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.002291
239,LiveMetadataSemiJoin,metadata,MetadataScan,metadata-source,100,75,5400,7000,1,0.000000
239,LiveMetadataSemiJoin,keys,SemiJoin,coordinator,100,75,7000,7000,1,0.000000
239,LiveMetadataSemiJoin,history,HistoricalAVG,historical-source,750000,75,3600,0,75,0.000000
239,LiveMetadataSemiJoin,join,SemiJoin,coordinator,175,75,0,0,0,0.000000
240,CentralFetchAll,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.002625
240,CentralFetchAll,metadata,MetadataScan,metadata-source,100,100,7200,0,1,0.000000
240,CentralFetchAll,history,HistoricalScan,historical-source,1000000,1000000,80000000,0,100,0.000000
240,CentralFetchAll,join,HashJoin,coordinator,24100,24000,0,0,0,0.000042
241,AggregateAll,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.002416
241,AggregateAll,metadata,MetadataScan,metadata-source,100,100,7200,0,1,0.000000
241,AggregateAll,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000041
241,AggregateAll,join,HashJoin,coordinator,24100,24000,0,0,0,0.000042
242,LiveFirst,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.002458
242,LiveFirst,metadata,MetadataScan,metadata-source,100,100,7200,0,1,0.000000
242,LiveFirst,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000041
242,LiveFirst,join,HashJoin,coordinator,24100,24000,0,0,0,0.000042
243,MetadataFirst,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.002209
243,MetadataFirst,metadata,MetadataScan,metadata-source,100,100,7200,0,1,0.000000
243,MetadataFirst,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000000
243,MetadataFirst,join,BindJoin,coordinator,24100,24000,0,0,0,0.000000
244,LiveMetadataSemiJoin,live,LiveWindow,live-source,24000,24000,1920000,0,100,0.002250
244,LiveMetadataSemiJoin,metadata,MetadataScan,metadata-source,100,100,7200,8000,1,0.000000
244,LiveMetadataSemiJoin,keys,SemiJoin,coordinator,100,100,8000,8000,1,0.000000
244,LiveMetadataSemiJoin,history,HistoricalAVG,historical-source,1000000,100,4800,0,100,0.000000
244,LiveMetadataSemiJoin,join,SemiJoin,coordinator,200,100,0,0,0,0.000000
